cod_ibge,nome,porcentagem_pop_urbana_2010,densidade_demografica_2010,area_km2
3147303,PARAISÓPOLIS,82.86,58.5,331.238
3147402,PARAOPEBA,87.15,36.06,625.623
3147501,PASSABÉM,57.3,18.75,94.183
3147600,PASSA QUATRO,76.92,56.21,277.221
3147709,PASSA TEMPO,77.89,19.1,429.172
3147808,PASSA VINTE,62.77,8.43,246.565
3147907,PASSOS,94.87,79.44,1338.07
2401008,APODI,50.43,21.69,1602.477
2401107,AREIA BRANCA,80.26,70.79,342.749
2401206,ARÊS,62.43,111.89,115.407
2401701,BOM JESUS,71.69,77.35,122.035
2401800,BREJINHO,77.09,188.07,61.559
3148103,PATROCÍNIO,88.22,28.69,2874.344
3148202,PATROCÍNIO DO MURIAÉ,81.48,48.84,108.246
3148301,PAULA CÂNDIDO,53.24,34.55,268.321
3148400,PAULISTAS,46.83,22.3,220.564
3148509,PAVÃO,60.59,14.29,601.19
3148608,PEÇANHA,52.71,17.32,996.646
3148707,PEDRA AZUL,88.12,14.94,1594.651
3148756,PEDRA BONITA,27.08,38.37,173.928
2401404,BAÍA FORMOSA,83.14,34.9,247.484
3148905,PEDRA DO INDAIÁ,52.98,11.14,347.92
2401503,BARCELONA,44.46,25.88,152.626
2401602,BENTO FERNANDES,40.43,16.98,301.069
2401651,BODÓ,57.44,9.57,253.519
3149101,PEDRALVA,48.51,52.6,217.989
2401859,CAIÇARA DO NORTE,97.97,31.74,225.633
2401909,CAIÇARA DO RIO DO VENTO,76.36,12.67,261.194
2402402,CARNAÚBA DOS DANTAS,81.14,30.24,246.308
3149150,PEDRAS DE MARIA DA CRUZ,61.35,6.76,1525.648
2402006,CAICÓ,91.63,51.04,1228.584
2402105,CAMPO REDONDO,50.62,48.03,213.727
2502300,BOM SUCESSO,40.32,27.35,186.059
2402204,CANGUARETAMA,65.45,125.98,245.485
2402303,CARAÚBAS,70,17.88,1095.803
2502409,BONITO DE SANTA FÉ,68.48,47.32,226.798
2502508,BOQUEIRÃO,71.09,45.4,373.077
2502607,IGARACY,66.94,32.02,197.058
3149200,PEDRINÓPOLIS,83.87,9.75,357.891
3149309,PEDRO LEOPOLDO,85.04,200.49,292.831
3149408,PEDRO TEIXEIRA,54.06,15.8,112.959
3149507,PEQUERI,92.13,34.84,90.833
2403004,CRUZETA,81.85,26.93,295.83
2403202,DOUTOR SEVERIANO,42.87,59.96,113.737
2705507,MURICI,82.8,62.58,418.028
3149903,PERDÕES,88.5,74.22,270.657
2403103,CURRAIS NOVOS,88.57,49.35,864.349
2403301,ENCANTO,40.72,41.6,125.749
3150000,PESCADOR,78.95,13,317.463
3150109,PIAU,58.78,14.78,192.196
3150158,PIEDADE DE CARATINGA,64.73,65.02,109.345
3150208,PIEDADE DE PONTE NOVA,78.24,48.51,83.733
3150307,PIEDADE DO RIO GRANDE,73.84,14.59,322.814
2403251,PARNAMIRIM,100,1638.14,124.006
3150505,PIMENTA,84.32,19.85,414.969
3150539,PINGO-D'ÁGUA,91.29,66.4,66.57
3150570,PINTÓPOLIS,35.11,5.87,1228.736
2403608,EXTREMOZ,64.18,176.03,140.639
2403707,FELIPE GUERRA,67.58,21.35,268.591
3150604,PIRACEMA,47.36,22.85,280.335
3150703,PIRAJUBA,88.72,13.78,337.98
3150802,PIRANGA,34.58,26.16,658.812
3150901,PIRANGUÇU,33.97,25.62,203.619
3151008,PIRANGUINHO,61.79,64.23,124.803
3151107,PIRAPETINGA,87.82,54.35,190.681
3151206,PIRAPORA,98.16,97.12,549.514
3151305,PIRAÚBA,81.15,75.28,144.289
3151404,PITANGUI,89.38,44.44,569.636
3151503,PIUMHI,89.59,35.33,902.468
3151602,PLANURA,97.18,32.7,317.52
3151701,POÇO FUNDO,58.16,33.65,474.244
3151800,POÇOS DE CALDAS,97.56,278.54,546.958
3151909,POCRANE,60.08,13,691.066
3152006,POMPÉU,88.44,11.41,2551.074
2403806,FLORÂNIA,76.54,17.74,507.892
2409902,PENDÊNCIAS,78.72,32.05,419.137
3152131,PONTO CHIQUE,65.08,6.58,602.799
2403905,FRANCISCO DANTAS,57.31,15.83,181.558
2404002,FRUTUOSO GOMES,66.43,66.89,63.279
2405603,JARDIM DE PIRANHAS,78.45,40.86,330.53
3152170,PONTO DOS VOLANTES,35.53,9.36,1212.413
2404101,GALINHOS,57.34,6.31,340.769
2404200,GOIANINHA,68.84,116.92,192.279
2404408,GROSSOS,74.94,74.28,124.538
2404507,GUAMARÉ,35.53,47.9,258.307
2410009,PILÕES,73.36,41.76,82.69
3152204,PORTEIRINHA,51.39,21.51,1749.683
3152303,PORTO FIRME,46.38,36.58,284.777
3152402,POTÉ,59.6,25.06,625.111
3152501,POUSO ALEGRE,91.56,240.51,542.797
3152600,POUSO ALTO,58.88,23.74,263.034
3152709,PRADOS,70.74,31.77,264.115
2404705,IPANGUAÇU,38.85,37.02,374.245
2404804,IPUEIRA,90.95,16.31,127.348
2404853,ITAJÁ,82.24,34.04,203.624
3152907,PRATÁPOLIS,88.49,40.86,215.516
3153004,PRATINHA,53.87,5.25,622.478
3153103,PRESIDENTE BERNARDES,29.66,23.38,236.798
3153202,PRESIDENTE JUSCELINO,47.24,5.62,695.882
3153301,PRESIDENTE KUBITSCHEK,68.16,15.64,189.235
3153400,PRESIDENTE OLEGÁRIO,70.79,5.3,3503.848
3153509,ALTO JEQUITIBÁ,51.7,54.63,152.272
3153608,PRUDENTE DE MORAIS,96.09,77.08,124.189
3153707,QUARTEL GERAL,83.74,5.94,556.436
2405207,JANDUÍS,74.69,17.53,304.901
2405306,JANUÁRIO CICCO,35.61,48.13,170.737
2405405,JAPI,74.38,29.22,188.99
3153905,RAPOSOS,94.85,212.58,72.228
3154002,RAUL SOARES,65.01,31.2,763.364
3154101,RECREIO,88.1,43.96,234.296
3154150,REDUTO,55.53,43.26,151.859
3154200,RESENDE COSTA,80.42,17.65,618.312
3154309,RESPLENDOR,75.09,15.8,1081.796
3154408,RESSAQUINHA,64.17,25.52,183.062
3154457,RIACHINHO,55.39,4.5,1719.266
3154507,RIACHO DOS MACHADOS,48.07,7.11,1315.54
2405702,JARDIM DO SERIDÓ,81.19,32.86,367.645
2405801,JOÃO CÂMARA,70.3,45.08,714.961
3154705,RIBEIRÃO VERMELHO,92.6,77.68,49.251
3154804,RIO ACIMA,87.39,39.55,228.394
3154903,RIO CASCA,79.81,36.95,384.381
3155009,RIO DOCE,67.06,21.99,112.094
3155108,RIO DO PRADO,52.33,10.87,479.815
3155207,RIO ESPERA,39.59,25.44,238.602
3155306,RIO MANSO,53.26,22.79,231.54
3155405,RIO NOVO,86.54,41.62,209.31
2406106,JUCURUTU,59.73,18.95,933.73
2406155,JUNDIÁ,26.8,80.24,44.641
3155702,RIO PIRACICABA,79.67,37.93,373.037
3155801,RIO POMBA,84.48,67.78,252.418
3155900,RIO PRETO,84.11,15.2,348.046
3156007,RIO VERMELHO,40.17,13.83,986.561
3156106,RITÁPOLIS,69.18,12.17,404.805
3156205,ROCHEDO DE MINAS,90.45,26.65,79.402
2406502,LAGOA NOVA,48.64,79.31,176.302
2406601,LAGOA SALGADA,66.17,95.37,79.128
3156403,ROMARIA,75.5,8.82,407.557
3156452,ROSÁRIO DA LIMEIRA,54.06,38.21,111.156
3156502,RUBELITA,32.37,7,1110.295
3156601,RUBIM,77.66,10.28,965.174
3156700,SABARÁ,97.48,417.87,302.453
3156809,SABINÓPOLIS,64.54,17.07,919.811
3156908,SACRAMENTO,80.66,7.78,3073.268
3157005,SALINAS,78.4,20.75,1862.117
3157104,SALTO DA DIVISA,83.82,7.31,938.008
3157203,SANTA BÁRBARA,88.94,40.75,684.505
3157252,SANTA BÁRBARA DO LESTE,51.73,71.53,107.402
3157278,SANTA BÁRBARA DO MONTE VERDE,57.75,6.67,417.925
3157302,SANTA BÁRBARA DO TUGÚRIO,47.86,23.49,194.564
5209408,GUARANI DE GOIÁS,41.4,3.46,1221.054
5209457,GUARINOS,49.2,3.86,593.188
2407104,MACAÍBA,61.37,136.01,510.092
2407203,MACAU,75.87,36.74,775.302
2407252,MAJOR SALES,82.01,110.6,31.971
2407302,MARCELINO VIEIRA,59.21,23.91,345.711
2410108,POÇO BRANCO,53.17,60.54,230.401
3159308,SANTA RITA DE JACUTINGA,75.19,11.86,420.94
3159357,SANTA RITA DE MINAS,72.92,96.06,68.153
3159407,SANTA RITA DE IBITIPOCA,62.32,11.05,324.234
3159506,SANTA RITA DO ITUETO,40.55,11.74,485.081
3159605,SANTA RITA DO SAPUCAÍ,85.97,106.96,352.969
3159704,SANTA ROSA DA SERRA,61.2,11.34,284.334
3159803,SANTA VITÓRIA,82.29,6.04,2998.364
3159902,SANTO ANTÔNIO DO AMPARO,87.56,35.48,488.885
3160009,SANTO ANTÔNIO DO AVENTUREIRO,67.18,17.51,202.032
2407401,MARTINS,61.28,48.49,169.464
2407500,MAXARANGUAPE,37.25,79.51,132.129
2407609,MESSIAS TARGINO,86.87,31,135.091
2407708,MONTANHAS,77.72,138.82,82.214
3160207,SANTO ANTÔNIO DO ITAMBÉ,29.75,13.52,305.737
3160306,SANTO ANTÔNIO DO JACINTO,54,23.39,503.706
2407807,MONTE ALEGRE,43.52,97.87,211.259
2407906,MONTE DAS GAMELEIRAS,56.74,31.43,71.946
2410603,RAFAEL GODEIRO,63.11,30.61,100.073
2408003,MOSSORÓ,91.31,123.76,2099.334
2408102,NATAL,100,4808.2,167.401
2408201,NÍSIA FLORESTA,39.44,77.26,307.719
2408300,NOVA CRUZ,68.7,127.82,277.658
3160405,SANTO ANTÔNIO DO MONTE,85.44,23.07,1125.78
3160454,SANTO ANTÔNIO DO RETIRO,22.86,8.73,796.29
3160504,SANTO ANTÔNIO DO RIO ABAIXO,49.97,16.57,107.269
3160603,SANTO HIPÓLITO,69.46,7.52,430.656
3160702,SANTOS DUMONT,89.27,72.62,637.373
3160801,SÃO BENTO ABADE,92.59,56.93,80.403
2408904,PARELHAS,83.93,39.67,513.507
2409506,PEDRA GRANDE,32.97,15.9,221.167
2409605,PEDRA PRETA,38.22,8.78,294.985
3160900,SÃO BRÁS DO SUAÇUÍ,89.07,31.93,110.019
3160959,SÃO DOMINGOS DAS DORES,47.67,88.85,60.865
3161007,SÃO DOMINGOS DO PRATA,60.52,23.34,743.768
3161056,SÃO FÉLIX DE MINAS,61.77,20.8,162.56
3161106,SÃO FRANCISCO,63.54,16.27,3308.1
3161205,SÃO FRANCISCO DE PAULA,71.74,20.46,316.822
3161304,SÃO FRANCISCO DE SALES,75,5.12,1128.864
3161403,SÃO FRANCISCO DO GLÓRIA,60.49,31.46,164.613
3161502,SÃO GERALDO,70.84,55.3,185.578
2408953,RIO DO FOGO,37.26,66.94,151.097
2409100,PASSA E FICA,60.86,263.43,42.137
2409209,PASSAGEM,41.14,70.24,41.215
2409308,PATU,84.91,37.49,319.135
2410207,PORTALEGRE,52.5,66.51,110.054
2411056,TIBAU,76.89,21.79,169.365
2410256,PORTO DO MANGUE,58.02,16.36,361.237
2410306,SERRA CAIADA,60.6,52.4,217.539
2411106,RUY BARBOSA,48.29,28.58,125.809
3161700,SÃO GONÇALO DO ABAETÉ,66.54,2.33,2692.545
2410405,PUREZA,35.57,16.7,504.294
2410504,RAFAEL FERNANDES,57.74,59.98,78.231
2410702,RIACHO DA CRUZ,84.49,24.88,127.223
2410801,RIACHO DE SANTANA,41.15,32.44,128.106
2410900,RIACHUELO,61.44,26.88,262.887
2411007,RODOLFO FERNANDES,84.52,28.53,154.84
2705804,OLHO D'ÁGUA DO CASADO,47.4,26.29,327.678
3161809,SÃO GONÇALO DO PARÁ,76.55,39.13,265.73
2411205,SANTA CRUZ,85.2,57.33,624.356
2411502,SANTO ANTÔNIO,64.28,73.79,301.082
3161908,SÃO GONÇALO DO RIO ABAIXO,47.55,26.87,363.828
3162005,SÃO GONÇALO DO SAPUCAÍ,82.58,46.27,516.683
3162104,SÃO GOTARDO,94.47,36.74,866.087
3162203,SÃO JOÃO BATISTA DO GLÓRIA,81.41,12.57,547.908
3162252,SÃO JOÃO DA LAGOA,52.3,4.67,998.015
3162302,SÃO JOÃO DA MATA,64.15,22.66,120.536
3162401,SÃO JOÃO DA PONTE,34.14,13.7,1851.102
3162450,SÃO JOÃO DAS MISSÕES,20.88,17.27,678.274
3162500,SÃO JOÃO DEL REI,94.54,57.68,1452.002
3162559,SÃO JOÃO DO MANHUAÇU,46.91,71.6,143.096
3162575,SÃO JOÃO DO MANTENINHA,55.99,37.61,137.928
3162609,SÃO JOÃO DO ORIENTE,80.33,65.55,120.122
3162658,SÃO JOÃO DO PACUÍ,47.32,9.76,415.922
3162708,SÃO JOÃO DO PARAÍSO,45.86,11.59,1925.575
3162807,SÃO JOÃO EVANGELISTA,64.99,32.53,478.183
3162906,SÃO JOÃO NEPOMUCENO,95.12,61.5,407.427
3162922,SÃO JOAQUIM DE BICAS,72.83,356.88,71.758
3162948,SÃO JOSÉ DA BARRA,72.2,21.57,308.319
3162955,SÃO JOSÉ DA LAPA,57.58,413.09,47.93
2411403,SANTANA DO MATOS,49.93,9.73,1422.268
2411429,SANTANA DO SERIDÓ,65.44,13.41,188.403
3163201,SÃO JOSÉ DO ALEGRE,72.6,45,88.794
3163300,SÃO JOSÉ DO DIVINO,71.07,11.66,328.704
3163409,SÃO JOSÉ DO GOIABAL,65.45,30.55,189.578
3163508,SÃO JOSÉ DO JACURI,30.61,18.99,345.146
3163607,SÃO JOSÉ DO MANTIMENTO,55.9,47.38,54.701
3163706,SÃO LOURENÇO,100,717.99,58.019
3163805,SÃO MIGUEL DO ANTA,55.41,44.44,152.111
3163904,SÃO PEDRO DA UNIÃO,55.18,19.32,260.827
2411601,SÃO BENTO DO NORTE,34.89,10.3,288.761
2411700,SÃO BENTO DO TRAIRÍ,48.25,20.46,190.818
3164100,SÃO PEDRO DO SUAÇUÍ,41.33,18.08,308.106
3164209,SÃO ROMÃO,62.95,4.22,2434.004
3164308,SÃO ROQUE DE MINAS,63.15,3.19,2098.867
3164407,SÃO SEBASTIÃO DA BELA VISTA,58.39,29.6,167.428
2411809,SÃO FERNANDO,67.54,8.41,404.427
2411908,SÃO FRANCISCO DO OESTE,76.1,51.25,75.588
2412104,SÃO JOÃO DO SABUGI,80.31,21.38,277.011
3164472,SÃO SEBASTIÃO DO ANTA,73.36,71.19,80.618
3164506,SÃO SEBASTIÃO DO MARANHÃO,30.53,20.56,517.83
3164605,SÃO SEBASTIÃO DO OESTE,55.93,14.22,408.09
3164704,SÃO SEBASTIÃO DO PARAÍSO,92.26,79.74,814.925
3164803,SÃO SEBASTIÃO DO RIO PRETO,54.31,12.6,128.002
3164902,SÃO SEBASTIÃO DO RIO VERDE,62.61,22.89,90.848
3165008,SÃO TIAGO,80.21,18.45,572.4
3165107,SÃO TOMÁS DE AQUINO,77.85,25.52,277.928
3165206,SÃO TOMÉ DAS LETRAS,57.96,18,369.747
2412005,SÃO GONÇALO DO AMARANTE,84.52,351.91,249.8
2413359,SERRA DO MEL,26.23,16.69,620.241
3165404,SAPUCAÍ-MIRIM,60.62,21.89,285.073
3165503,SARDOÁ,35.7,39.42,141.904
3165537,SARZEDO,98.91,415.46,62.134
3165552,SETUBINHA,25.74,20.36,534.655
3165560,SEM-PEIXE,52.93,16.12,176.634
3165578,SENADOR AMARAL,59.42,34.54,151.097
2412203,SÃO JOSÉ DE MIPIBU,45.84,137,289.987
2412302,SÃO JOSÉ DO CAMPESTRE,83.13,36.22,341.115
3165602,SENADOR CORTES,76.06,20.22,98.336
3165701,SENADOR FIRMINO,64.77,43.42,166.495
2412401,SÃO JOSÉ DO SERIDÓ,78.04,24.25,174.505
2412500,SÃO MIGUEL,65.44,129.05,166.233
2413409,SERRA NEGRA DO NORTE,64.31,13.82,562.396
3165909,SENADOR MODESTINO GONÇALVES,39.42,4.8,952.055
3166006,SENHORA DE OLIVEIRA,57.29,33.28,170.749
3166105,SENHORA DO PORTO,36.77,9.17,381.328
3166204,SENHORA DOS REMÉDIOS,33.64,42.87,237.815
3166303,SERICITA,52.16,42.94,166.012
3166402,SERITINGA,82.9,15.59,114.769
3166501,SERRA AZUL DE MINAS,40.52,19.31,218.595
3166600,SERRA DA SAUDADE,64.66,2.43,335.659
3166709,SERRA DOS AIMORÉS,80.53,39.39,213.574
2412559,SÃO MIGUEL DO GOSTOSO,47.65,25.35,431.444
2412609,SÃO PAULO DO POTENGI,72.39,65.9,240.425
2412708,SÃO PEDRO,56.04,31.94,195.237
3166907,SERRANIA,87.19,36.04,209.27
3166956,SERRANÓPOLIS DE MINAS,39.05,8.02,551.954
3167004,SERRANOS,77.34,9.36,213.173
3167103,SERRO,61.89,17.11,1217.813
3167202,SETE LAGOAS,97.57,398.32,536.928
2412807,SÃO RAFAEL,68.28,17.29,469.101
2412906,SÃO TOMÉ,54.87,12.55,862.585
3167301,SILVEIRÂNIA,65.19,13.92,157.456
3167400,SILVIANÓPOLIS,60.48,19.31,312.166
2413003,SÃO VICENTE,62.46,30.47,197.817
2413102,SENADOR ELÓI DE SOUZA,42.98,33.63,152.376
2413201,SENADOR GEORGINO AVELINO,98.9,151.31,26.1
2413300,SERRA DE SÃO BENTO,56.8,59.43,96.628
3167608,SIMONÉSIA,38.78,37.61,486.543
3167707,SOBRÁLIA,70.82,28.19,206.787
3167806,SOLEDADE DE MINAS,66.26,28.83,196.866
3167905,TABULEIRO,66.22,19.32,211.084
3168002,TAIOBEIRAS,81.06,25.88,1220.046
3168051,TAPARUBA,44.79,16.25,193.082
3168101,TAPIRA,66.73,3.49,1179.248
2413508,SERRINHA,32.23,34.04,193.351
2413557,SERRINHA DOS PINTOS,52.95,37.02,122.375
2413607,SEVERIANO MELO,36.82,36.44,157.85
3168309,TAQUARAÇU DE MINAS,46.26,11.52,329.287
3168408,TARUMIRIM,56.1,19.53,731.753
3168507,TEIXEIRAS,67.13,68.1,166.735
3168606,TEÓFILO OTONI,81.69,41.56,3242.27
3168705,TIMÓTEO,99.85,562.7,144.381
3168804,TIRADENTES,77.23,83.82,83.047
3168903,TIROS,69.72,3.3,2091.774
3169000,TOCANTINS,81.58,91.01,173.866
3169059,TOCOS DO MOJI,25.77,34.44,114.705
3169109,TOLEDO,37.99,42.14,136.776
3169208,TOMBOS,79.71,33.45,285.124
3169307,TRÊS CORAÇÕES,90.46,87.88,828.038
3169356,TRÊS MARIAS,94.78,10.57,2678.253
3169406,TRÊS PONTAS,85.93,78.08,689.794
3169505,TUMIRITINGA,68.7,12.58,500.073
3169604,TUPACIGUARA,91.13,13.26,1822.53
2414001,TANGARÁ,68.67,39.72,339.484
3169802,TURVOLÂNDIA,62.47,21.08,221
3169901,UBÁ,96.18,249.16,407.452
3170008,UBAÍ,48.5,14.24,820.524
3170057,UBAPORANGA,53.44,63.69,189.045
3170107,UBERABA,97.77,65.43,4523.957
3170206,UBERLÂNDIA,97.23,146.78,4115.206
3170305,UMBURATIBA,57.6,6.67,405.834
3170404,UNAÍ,80.36,9.18,8445.432
3170438,UNIÃO DE MINAS,61.7,3.85,1147.407
3170479,URUANA DE MINAS,56.2,5.41,598.221
3170503,URUCÂNIA,77.21,74.15,138.792
3170529,URUCUIA,45.32,6.55,2076.942
3170578,VARGEM ALEGRE,73.84,55.38,116.664
3170602,VARGEM BONITA,52.8,5.28,409.888
3170651,VARGEM GRANDE DO RIO PARDO,51.15,9.63,491.512
2414159,TENENTE LAURENTINO CRUZ,21.31,72.68,68.556
2414209,TIBAU DO SUL,60.26,111.81,102.68
3170701,VARGINHA,96.73,311.29,395.396
3170750,VARJÃO DE MINAS,82.94,9.29,651.505
3170800,VÁRZEA DA PALMA,87.44,16.13,2220.279
3170909,VARZELÂNDIA,46.58,23.46,814.994
3171006,VAZANTE,80.71,10.31,1913.396
3171030,VERDELÂNDIA,57.06,5.31,1570.582
3171071,VEREDINHA,67.92,8.78,631.692
3171105,VERÍSSIMO,58.48,3.38,1031.823
3171154,VERMELHO NOVO,39.5,40.69,115.242
3171204,VESPASIANO,100,1468.49,71.04
3171303,VIÇOSA,93.19,241.2,299.418
2414803,VERA CRUZ,43.8,128.43,84.127
2414902,VIÇOSA,95.24,42.69,37.905
2415008,VILA FLOR,96.94,60.27,47.656
3171709,VIRGÍNIA,45.65,26.41,326.515
3171808,VIRGINÓPOLIS,58.72,24.03,439.878
3171907,VIRGOLÂNDIA,60.13,20.13,281.022
3172004,VISCONDE DO RIO BRANCO,82.71,155.91,243.351
3172103,VOLTA GRANDE,74.99,24.36,205.552
3172202,WENCESLAU BRAZ,49.75,24.91,102.487
3200102,AFONSO CLÁUDIO,51,32.57,941.188
3200136,ÁGUIA BRANCA,32.1,21.17,454.448
3200169,ÁGUA DOCE DO NORTE,56.9,24.32,473.729
3200201,ALEGRE,69.9,39.82,756.86
3200300,ALFREDO CHAVES,46.9,22.67,615.677
3200359,ALTO RIO NOVO,58.2,32.13,227.617
2500106,ÁGUA BRANCA,42.98,39.94,241.662
2500205,AGUIAR,48.84,16.04,351.607
2500304,ALAGOA GRANDE,61.56,88.84,322.071
2500403,ALAGOA NOVA,49.76,160.98,128.23
3200607,ARACRUZ,87.3,56.99,1420.285
3200706,ATÍLIO VIVÁCQUA,62.1,43.43,232.868
3200805,BAIXO GUANDU,77.4,31.68,909.039
3200904,BARRA DE SÃO FRANCISCO,64.8,43.53,944.521
3201001,BOA ESPERANÇA,72.1,33.13,428.716
3201100,BOM JESUS DO NORTE,91.8,106.45,89.084
3201159,BREJETUBA,28.7,34.79,354.404
3201209,CACHOEIRO DE ITAPEMIRIM,91.4,216.57,864.583
3201308,CARIACICA,96.8,1245.6,279.718
3201407,CASTELO,62.8,52.31,663.515
3201506,COLATINA,88,78.54,1398.219
3201605,CONCEIÇÃO DA BARRA,79.4,23.95,1182.587
3201704,CONCEIÇÃO DO CASTELO,50.5,31.63,369.778
3201803,DIVINO DE SÃO LOURENÇO,38.6,25.69,174.039
3201902,DOMINGOS MARTINS,24.3,25.99,1229.21
3202009,DORES DO RIO PRETO,55.4,40.35,159.298
3202108,ECOPORANGA,63.7,10.17,2285.369
3202207,FUNDÃO,84.5,60.9,286.854
3202256,GOVERNADOR LINDENBERG,38.9,30.22,360.016
3202306,GUAÇUÍ,80.4,59.54,468.185
3202405,GUARAPARI,95.5,176.81,589.825
2500502,ALAGOINHA,66.54,139.99,111.361
2500536,ALCANTIL,39.4,17.16,309.896
2500577,ALGODÃO DE JANDAÍRA,52.03,10.74,222.74
2500601,ALHANDRA,61.94,98.58,183.974
2500700,SÃO JOÃO DO RIO DO PEIXE,37.83,38.36,476.238
2500734,AMPARO,50.86,17.12,122.094
2500775,APARECIDA,47.39,25.96,291.478
2500809,ARAÇAGI,39.5,74.51,232.177
2500908,ARARA,70.53,127.66,91.306
3202603,ICONHA,58.1,61.71,203.528
3202652,IRUPI,37.8,63.56,184.807
3202702,ITAGUAÇU,57,26.65,535.021
3202801,ITAPEMIRIM,62.4,55.6,550.71
3202900,ITARANA,37.6,36.38,295.189
3203007,IÚNA,57.2,59.36,460.586
3203056,JAGUARÉ,60.9,37.6,659.751
3203106,JERÔNIMO MONTEIRO,78.5,67.09,177.342
3203130,JOÃO NEIVA,80.7,57.94,284.735
3203163,LARANJA DA TERRA,32.6,23.69,458.37
3203205,LINHARES,86,40.35,3496.263
5209804,HIDROLINA,74,6.94,583.756
5209903,IACIARA,74.8,8.02,1547.183
5209937,INACIOLÂNDIA,84.5,8.28,689.201
5209952,INDIARA,85.1,14.31,955.419
5210000,INHUMAS,93.5,78.68,614.887
5210109,IPAMERI,86.3,5.66,4382.863
5210158,IPIRANGA DE GOIÁS,44.7,11.79,244.209
5210208,IPORÁ,91.3,30.47,1027.249
5210307,ISRAELÂNDIA,77.9,5,579.19
5210406,ITABERAÍ,84.2,24.27,1461.916
5210562,ITAGUARI,87.9,30.78,142.652
5210604,ITAGUARU,83.2,22.68,241.029
5210802,ITAJÁ,73.9,2.42,2082.736
5210901,ITAPACI,90.3,19.31,952.998
2501005,ARARUNA,49.41,76.83,246.717
2501104,AREIA,61.26,88.42,269.13
2501153,AREIA DE BARAÚNAS,52.78,20,114.078
3301603,DUAS BARRAS,70.78,29.14,379.619
3301702,DUQUE DE CAXIAS,99.66,1828.51,467.319
3301801,ENGENHEIRO PAULO DE FRONTIN,71.94,99.57,139.381
3301850,GUAPIMIRIM,96.63,142.7,358.443
5211404,ITAUÇU,75.3,22.34,383.066
5211503,ITUMBIARA,95.8,37.71,2447.014
5211602,IVOLÂNDIA,57.6,2.12,1260.841
5211701,JANDAIA,67.4,7.13,863.087
5211800,JARAGUÁ,84.4,22.64,1848.947
5211909,JATAÍ,92.1,12.27,7178.792
5212006,JAUPACI,78.6,5.69,528.783
5212055,JESÚPOLIS,79.7,18.78,115.211
2501203,AREIAL,71.1,195.22,35.81
2501302,AROEIRAS,49.95,50.93,376.118
2501351,ASSUNÇÃO,80.81,27.86,132.139
2501401,BAÍA DA TRAIÇÃO,38.59,78.27,102.756
2501500,BANANEIRAS,39.67,84.72,255.641
4302253,BOA VISTA DO SUL,14.09,29.42,92.956
4302303,BOM JESUS,74.6,4.39,2622.837
2501534,BARAÚNA,75.52,83.43,50.03
2501575,BARRA DE SANTANA,8.91,21.77,375.177
2501609,BARRA DE SANTA ROSA,56.2,18.25,781.187
2501708,BARRA DE SÃO MIGUEL,42.13,9.43,609.697
2501807,BAYEUX,99.07,3118.76,27.705
2501906,BELÉM,82.56,170.67,99.609
2502003,BELÉM DO BREJO DO CRUZ,73.64,11.84,601.549
2502052,BERNARDINO BATISTA,27.9,60.74,57.453
2508554,LOGRADOURO,43.71,103.75,42.876
2508604,LUCENA,86.55,131.88,93.8
2609154,MANARI,21.11,47.43,344.725
5212204,JUSSARA,79.4,4.69,4092.34
5212253,LAGOA SANTA,61.9,2.73,463.289
5212303,LEOPOLDO DE BULHÕES,61.4,16.39,476.137
5212501,LUZIÂNIA,93.3,44.06,3962.107
5212600,MAIRIPOTABA,66.1,5.08,468.029
5212709,MAMBAÍ,69.9,7.8,858.27
2502102,BOA VENTURA,61.24,33.71,168.664
2502151,BOA VISTA,51.52,13.07,468.933
2502201,BOM JESUS,41.17,50.39,47.367
2511509,PILAR,68.56,109.29,103.306
2511608,PILÕES,47.75,108.28,65.574
5212956,MATRINCHÃ,67.9,3.84,1150.503
5213004,MAURILÂNDIA,96.5,29.56,389.959
2502706,BORBOREMA,73.02,196.74,26.107
2502805,BREJO DO CRUZ,75.42,32.9,401.315
2513208,SANTA CRUZ,46.18,30.79,217.677
2513307,SANTA HELENA,50.33,25.53,211.143
5213087,MINAÇU,85.2,10.89,2854.137
5213103,MINEIROS,91.2,5.84,9042.844
5213400,MOIPORÁ,64.3,3.83,452.314
5213509,MONTE ALEGRE DE GOIÁS,40.9,2.48,3119.86
2502904,BREJO DOS SANTOS,74.77,66.05,93.857
2503001,CAAPORÃ,86.18,135.6,151.018
2503100,CABACEIRAS,44.03,11.12,469.171
2503209,CABEDELO,99.99,1815.57,29.873
2503407,CACIMBA DE AREIA,47.06,16.14,213.018
5213756,MONTIVIDIU,81.2,5.64,1869.581
5213772,MONTIVIDIU DO NORTE,32.7,3.09,1337.232
5213806,MORRINHOS,86.7,14.57,2846.299
5213855,MORRO AGUDO DE GOIÁS,70,8.34,282.333
5213905,MOSSÂMEDES,65.4,7.32,684.882
5214002,MOZARLÂNDIA,90.7,7.73,1738.516
5214051,MUNDO NOVO,58.5,3,2141.534
5214101,MUTUNÓPOLIS,66,4.03,955.069
2503308,CACHOEIRA DOS ÍNDIOS,35.65,49.44,193.215
2504801,COREMAS,75.38,39.92,372.012
2503506,CACIMBA DE DENTRO,54.68,102.32,165.072
2503555,CACIMBAS,24.08,53.85,124.068
